id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	B cell|B cell	B cell|CD4T cell	B cell|CD8T cell	B cell|MNPa(mono)	B cell|MNPb(mono)	B cell|MNPc(DC)	B cell|MNPd(Mac)	B cell|Mast cell	B cell|NK cell	B cell|NKT cell	B cell|Neutrophil	B cell|pDC	CD4T cell|B cell	CD4T cell|CD4T cell	CD4T cell|CD8T cell	CD4T cell|MNPa(mono)	CD4T cell|MNPb(mono)	CD4T cell|MNPc(DC)	CD4T cell|MNPd(Mac)	CD4T cell|Mast cell	CD4T cell|NK cell	CD4T cell|NKT cell	CD4T cell|Neutrophil	CD4T cell|pDC	CD8T cell|B cell	CD8T cell|CD4T cell	CD8T cell|CD8T cell	CD8T cell|MNPa(mono)	CD8T cell|MNPb(mono)	CD8T cell|MNPc(DC)	CD8T cell|MNPd(Mac)	CD8T cell|Mast cell	CD8T cell|NK cell	CD8T cell|NKT cell	CD8T cell|Neutrophil	CD8T cell|pDC	MNPa(mono)|B cell	MNPa(mono)|CD4T cell	MNPa(mono)|CD8T cell	MNPa(mono)|MNPa(mono)	MNPa(mono)|MNPb(mono)	MNPa(mono)|MNPc(DC)	MNPa(mono)|MNPd(Mac)	MNPa(mono)|Mast cell	MNPa(mono)|NK cell	MNPa(mono)|NKT cell	MNPa(mono)|Neutrophil	MNPa(mono)|pDC	MNPb(mono)|B cell	MNPb(mono)|CD4T cell	MNPb(mono)|CD8T cell	MNPb(mono)|MNPa(mono)	MNPb(mono)|MNPb(mono)	MNPb(mono)|MNPc(DC)	MNPb(mono)|MNPd(Mac)	MNPb(mono)|Mast cell	MNPb(mono)|NK cell	MNPb(mono)|NKT cell	MNPb(mono)|Neutrophil	MNPb(mono)|pDC	MNPc(DC)|B cell	MNPc(DC)|CD4T cell	MNPc(DC)|CD8T cell	MNPc(DC)|MNPa(mono)	MNPc(DC)|MNPb(mono)	MNPc(DC)|MNPc(DC)	MNPc(DC)|MNPd(Mac)	MNPc(DC)|Mast cell	MNPc(DC)|NK cell	MNPc(DC)|NKT cell	MNPc(DC)|Neutrophil	MNPc(DC)|pDC	MNPd(Mac)|B cell	MNPd(Mac)|CD4T cell	MNPd(Mac)|CD8T cell	MNPd(Mac)|MNPa(mono)	MNPd(Mac)|MNPb(mono)	MNPd(Mac)|MNPc(DC)	MNPd(Mac)|MNPd(Mac)	MNPd(Mac)|Mast cell	MNPd(Mac)|NK cell	MNPd(Mac)|NKT cell	MNPd(Mac)|Neutrophil	MNPd(Mac)|pDC	Mast cell|B cell	Mast cell|CD4T cell	Mast cell|CD8T cell	Mast cell|MNPa(mono)	Mast cell|MNPb(mono)	Mast cell|MNPc(DC)	Mast cell|MNPd(Mac)	Mast cell|Mast cell	Mast cell|NK cell	Mast cell|NKT cell	Mast cell|Neutrophil	Mast cell|pDC	NK cell|B cell	NK cell|CD4T cell	NK cell|CD8T cell	NK cell|MNPa(mono)	NK cell|MNPb(mono)	NK cell|MNPc(DC)	NK cell|MNPd(Mac)	NK cell|Mast cell	NK cell|NK cell	NK cell|NKT cell	NK cell|Neutrophil	NK cell|pDC	NKT cell|B cell	NKT cell|CD4T cell	NKT cell|CD8T cell	NKT cell|MNPa(mono)	NKT cell|MNPb(mono)	NKT cell|MNPc(DC)	NKT cell|MNPd(Mac)	NKT cell|Mast cell	NKT cell|NK cell	NKT cell|NKT cell	NKT cell|Neutrophil	NKT cell|pDC	Neutrophil|B cell	Neutrophil|CD4T cell	Neutrophil|CD8T cell	Neutrophil|MNPa(mono)	Neutrophil|MNPb(mono)	Neutrophil|MNPc(DC)	Neutrophil|MNPd(Mac)	Neutrophil|Mast cell	Neutrophil|NK cell	Neutrophil|NKT cell	Neutrophil|Neutrophil	Neutrophil|pDC	pDC|B cell	pDC|CD4T cell	pDC|CD8T cell	pDC|MNPa(mono)	pDC|MNPb(mono)	pDC|MNPc(DC)	pDC|MNPd(Mac)	pDC|Mast cell	pDC|NK cell	pDC|NKT cell	pDC|Neutrophil	pDC|pDC
CPI-SS05BA6D9C3	CCL4_CNR2	simple:P13236	simple:P34972	CCL4	CNR2	True	False	True	IMEx,IntAct	False	0.487	0.415	0.404	0.339	0.346	0.35	0	0.354	0.396	0	0	0	1.859	1.786	1.776	1.711	1.718	1.722	0	1.726	1.768	0	0	0	25.013	24.941	24.93	24.865	24.872	24.876	0	24.88	24.922	0	0	0	0.806	0.734	0.724	0.658	0.666	0.67	0	0.674	0.716	0	0	0	0.754	0.681	0.671	0.606	0.613	0.617	0	0.621	0.663	0	0	0	3.993	3.921	3.91	3.845	3.852	3.856	0	3.86	3.902	0	0	0	5.144	5.071	5.061	4.996	5.003	5.007	0	5.011	5.053	0	0	0	3.293	3.221	3.211	3.145	3.153	3.157	0	3.161	3.203	0	0	0	25.963	25.891	25.88	25.815	25.822	25.826	0	25.83	25.872	0	0	0	19.31	19.237	19.227	19.162	19.169	19.173	0	19.177	19.219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.834	1.761	1.751	1.686	1.693	1.697	0	1.701	1.743	0	0	0
CPI-SS008F83E02	CCL4_GPRC5D	simple:P13236	simple:Q9NZD1	CCL4	GPRC5D	True	False	True	IMEx,IntAct	False	0.345	0	0	0	0	0	0	0	0	0	0	0	1.716	0	0	0	0	0	0	0	0	0	0	0	24.87	0	0	0	0	0	0	0	0	0	0	0	0.664	0	0	0	0	0	0	0	0	0	0	0	0.611	0	0	0	0	0	0	0	0	0	0	0	3.851	0	0	0	0	0	0	0	0	0	0	0	5.001	0	0	0	0	0	0	0	0	0	0	0	3.151	0	0	0	0	0	0	0	0	0	0	0	25.821	0	0	0	0	0	0	0	0	0	0	0	19.167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.691	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0A3569604	IGF2_IDE	simple:P01344	simple:P14735	IGF2	IDE	True	False	True	I2D,InnateDB-All	False	0.101	0.073	0	0.11	0.06	0.057	0.159	0	0.109	0.077	0	0.139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.065	0.037	0	0.074	0.023	0.021	0.122	0	0.073	0.04	0	0.102	0.069	0.041	0	0.078	0.027	0.025	0.126	0	0.077	0.044	0	0.106	0.07	0.042	0	0.079	0.029	0.026	0.127	0	0.078	0.045	0	0.107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.074	0.046	0	0.083	0.033	0.03	0.131	0	0.082	0.049	0	0.111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS076D8415B	CCL3_IDE	simple:P10147	simple:P14735	CCL3	IDE	True	False	True	IMEx,InnateDB-All,MINT	False	0.526	0.499	0	0.536	0.485	0.483	0.584	0	0.534	0.502	0	0.564	1.569	1.542	0	1.579	1.528	1.526	1.627	0	1.577	1.545	0	1.607	0.837	0.809	0	0.846	0.796	0.793	0.895	0	0.845	0.813	0	0.875	2.716	2.688	0	2.725	2.675	2.672	2.774	0	2.724	2.691	0	2.754	1.304	1.277	0	1.313	1.263	1.26	1.362	0	1.312	1.28	0	1.342	8.237	8.209	0	8.246	8.195	8.193	8.294	0	8.244	8.212	0	8.274	5.236	5.208	0	5.245	5.195	5.192	5.294	0	5.244	5.211	0	5.274	0	0	0	0	0	0	0	0	0	0	0	0	18.884	18.856	0	18.893	18.843	18.84	18.942	0	18.892	18.86	0	18.922	1.561	1.534	0	1.571	1.52	1.517	1.619	0	1.569	1.537	0	1.599	0	0	0	0	0	0	0	0	0	0	0	0	2.028	2	0	2.037	1.987	1.984	2.086	0	2.036	2.003	0	2.066
CPI-SS0FC2B68F1	IAPP_IDE	simple:P10997	simple:P14735	IAPP	IDE	True	False	True	IMEx	False	0	0	0	0	0	0	0	0	0	0	0	0	0.064	0.036	0	0.073	0.023	0.02	0.121	0	0.072	0.039	0	0.101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.077	0.049	0	0.086	0.035	0.033	0.134	0	0.085	0.052	0	0.114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0579FA162	IGF2_IGF1R	simple:P01344	simple:P08069	IGF2	IGF1R	True	False	True	curated	False	0	0	0.06	0.056	0.063	0.055	0.137	0	0.148	0.062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023	0.02	0.027	0.018	0.101	0	0.112	0.026	0	0	0	0	0.027	0.024	0.031	0.022	0.105	0	0.116	0.03	0	0	0	0	0.028	0.025	0.032	0.023	0.106	0	0.117	0.031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.033	0.029	0.036	0.027	0.11	0	0.121	0.035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0E41702C1	IGF1_IGF1R	simple:P05019	simple:P08069	IGF1	IGF1R	True	False	True	curated	False	0	0	0.045	0.041	0.048	0.039	0.122	0	0.133	0.047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.051	0.047	0.055	0.046	0.129	0	0.14	0.054	0	0	0	0	0.778	0.774	0.782	0.773	0.856	0	0.867	0.781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.089	0.085	0.092	0.084	0.167	0	0.177	0.091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS042A6F835	IGF2_IGF2R	simple:P01344	simple:P11717	IGF2	IGF2R	True	False	True	curated	False	0.042	0.089	0.141	0.161	0.115	0.06	0	0	0.243	0.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006	0.053	0.104	0.124	0.078	0.023	0	0	0.207	0.204	0	0	0.01	0.057	0.108	0.128	0.082	0.027	0	0	0.211	0.208	0	0	0.011	0.058	0.109	0.129	0.083	0.028	0	0	0.212	0.209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015	0.062	0.114	0.133	0.087	0.032	0	0	0.216	0.213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0BA601DC4	BDNF_NTRK2	simple:P23560	simple:Q16620	BDNF	NTRK2	True	False	True	curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006	0	0	0	0	0.027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS088C1035B	NTF4_NTRK2	simple:P34130	simple:Q16620	NTF4	NTRK2	True	False	True	I2D,IMEx,InnateDB-All,IntAct	False	0	0	0	0.006	0	0	0	0	0.027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS09A36B221	BDNF_SORT1	simple:P23560	simple:Q99523	BDNF	SORT1	True	False	True	I2D,IMEx,InnateDB-All,IntAct	False	0	0	0	0	0	0	0	0	0	0	0	0	0.008	0.01	0.036	0.096	0.14	0.15	0.027	0	0	0	0	0.192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006	0.007	0.034	0.094	0.137	0.148	0.024	0	0	0	0	0.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS07CCAD9BF	GRN_SORT1	simple:P28799	simple:Q99523	GRN	SORT1	True	False	True	IMEx,InnateDB-All,MINT	False	0.411	0.412	0.439	0.499	0.542	0.553	0.429	0	0	0	0	0.595	0.145	0.146	0.172	0.232	0.276	0.286	0.163	0	0	0	0	0.328	0.07	0.071	0.098	0.158	0.201	0.211	0.088	0	0	0	0	0.254	2.999	3.001	3.027	3.087	3.13	3.141	3.017	0	0	0	0	3.183	1.582	1.583	1.609	1.669	1.713	1.723	1.6	0	0	0	0	1.765	3.5	3.502	3.528	3.588	3.631	3.642	3.519	0	0	0	0	3.684	1.951	1.953	1.979	2.039	2.083	2.093	1.97	0	0	0	0	2.135	0.522	0.523	0.549	0.609	0.653	0.663	0.54	0	0	0	0	0.705	0.138	0.139	0.165	0.225	0.269	0.279	0.156	0	0	0	0	0.321	0.035	0.037	0.063	0.123	0.166	0.177	0.053	0	0	0	0	0.219	1.937	1.938	1.965	2.025	2.068	2.078	1.955	0	0	0	0	2.121	2.675	2.676	2.703	2.763	2.806	2.816	2.693	0	0	0	0	2.859
CPI-SS04F3A1E5C	COPA_SORT1	simple:P53621	simple:Q99523	COPA	SORT1	True	False	True	IMEx,InnateDB-All,IntAct,MatrixDB	False	0.278	0.28	0.306	0.366	0.409	0.42	0.296	0	0	0	0	0.462	0.187	0.189	0.215	0.275	0.318	0.329	0.205	0	0	0	0	0.371	0.324	0.325	0.352	0.412	0.455	0.465	0.342	0	0	0	0	0.507	0.273	0.275	0.301	0.361	0.404	0.415	0.291	0	0	0	0	0.457	0.198	0.199	0.225	0.285	0.329	0.339	0.216	0	0	0	0	0.381	0.214	0.216	0.242	0.302	0.345	0.356	0.232	0	0	0	0	0.398	0.036	0.038	0.064	0.124	0.167	0.178	0.054	0	0	0	0	0.22	0.593	0.594	0.621	0.681	0.724	0.735	0.611	0	0	0	0	0.777	0.288	0.29	0.316	0.376	0.419	0.43	0.306	0	0	0	0	0.472	0.276	0.277	0.303	0.364	0.407	0.417	0.294	0	0	0	0	0.459	0.826	0.828	0.854	0.914	0.957	0.968	0.844	0	0	0	0	1.01	0.726	0.727	0.754	0.814	0.857	0.867	0.744	0	0	0	0	0.91
CPI-SS03F0B666C	BDNF_F11R	simple:P23560	simple:Q9Y624	BDNF	F11R	True	False	True	IMEx,InnateDB-All,IntAct	False	0	0	0	0	0	0	0	0	0	0	0	0	0.049	0.187	0.035	0.036	0.023	0.119	0.118	0	0.022	0.053	0.317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.047	0.184	0.032	0.034	0.02	0.116	0.115	0	0.02	0.05	0.315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0A9E884E0	CD200_CD200R1	simple:P41217	simple:Q8TD46	CD200	CD200R1	True	False	True	curated	False	0	0.132	0.195	0	0	0.089	0	0.128	0.095	0	0	0	0	0.069	0.133	0	0	0.027	0	0.066	0.033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.058	0.122	0	0	0.015	0	0.055	0.022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.064	0.127	0	0	0.021	0	0.06	0.028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0E292C126	KLRB1_CLEC2D	simple:Q12918	simple:Q9UHP7	KLRB1	CLEC2D	False	True	True	curated	False	0.499	1.306	1.665	0.07	0.122	0.227	0	0.577	0.572	1.224	0	0.231	3.306	4.112	4.472	2.877	2.929	3.034	0	3.383	3.379	4.031	0	3.038	2.148	2.955	3.314	1.72	1.772	1.877	0	2.226	2.221	2.873	0	1.881	0.469	1.275	1.635	0.04	0.092	0.197	0	0.547	0.542	1.194	0	0.201	0.474	1.28	1.64	0.045	0.097	0.202	0	0.551	0.547	1.199	0	0.206	0.569	1.376	1.735	0.141	0.193	0.298	0	0.647	0.642	1.294	0	0.302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.693	11.5	11.859	10.265	10.317	10.421	0	10.771	10.766	11.418	0	10.426	1.989	2.795	3.155	1.56	1.612	1.717	0	2.067	2.062	2.714	0	1.721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS02A0FF87F	FAM3C_CLEC2D	simple:Q92520	simple:Q9UHP7	FAM3C	CLEC2D	True	False	True	IMEx,InnateDB-All,IntAct	False	0.763	1.569	1.928	0.334	0.386	0.491	0	0.84	0.835	1.487	0	0.495	0.599	1.405	1.765	0.17	0.222	0.327	0	0.677	0.672	1.324	0	0.331	0.595	1.401	1.761	0.166	0.218	0.323	0	0.673	0.668	1.32	0	0.327	0.552	1.358	1.717	0.123	0.175	0.28	0	0.629	0.624	1.276	0	0.284	0.562	1.369	1.728	0.134	0.186	0.291	0	0.64	0.635	1.287	0	0.295	0.504	1.311	1.67	0.076	0.127	0.232	0	0.582	0.577	1.229	0	0.237	0.608	1.415	1.774	0.18	0.232	0.337	0	0.686	0.681	1.333	0	0.341	0.478	1.285	1.644	0.05	0.102	0.207	0	0.556	0.551	1.203	0	0.211	0.651	1.457	1.817	0.222	0.274	0.379	0	0.729	0.724	1.376	0	0.383	0.646	1.452	1.812	0.217	0.269	0.374	0	0.724	0.719	1.371	0	0.378	0	0	0	0	0	0	0	0	0	0	0	0	0.517	1.323	1.683	0.088	0.14	0.245	0	0.594	0.59	1.242	0	0.249
CPI-SS0F8EFEECF	TNF_DAG1	simple:P01375	simple:Q14118	TNF	DAG1	True	False	True	InnateDB-All	False	0	0.233	0.261	0.261	0.29	0	0	0	0.296	0.253	0	0	0	0.77	0.798	0.798	0.827	0	0	0	0.833	0.79	0	0	0	0.737	0.765	0.765	0.793	0	0	0	0.8	0.757	0	0	0	0.201	0.228	0.228	0.257	0	0	0	0.263	0.22	0	0	0	0.22	0.248	0.248	0.276	0	0	0	0.283	0.24	0	0	0	0.183	0.21	0.21	0.239	0	0	0	0.245	0.202	0	0	0	0.116	0.143	0.143	0.172	0	0	0	0.178	0.135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.234	0.262	0.262	0.29	0	0	0	0.297	0.254	0	0	0	0.082	0.109	0.109	0.138	0	0	0	0.144	0.101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.098	0.125	0.125	0.154	0	0	0	0.16	0.117	0	0
CPI-SS0BD9F32BA	LGALS9_DAG1	simple:O00182	simple:Q14118	LGALS9	DAG1	True	False	True	InnateDB-All	False	0	0.127	0.155	0.155	0.183	0	0	0	0.19	0.147	0	0	0	0.035	0.063	0.063	0.091	0	0	0	0.098	0.055	0	0	0	0.088	0.115	0.115	0.144	0	0	0	0.15	0.107	0	0	0	0.826	0.853	0.853	0.882	0	0	0	0.888	0.845	0	0	0	0.916	0.943	0.943	0.972	0	0	0	0.978	0.935	0	0	0	0.418	0.445	0.445	0.474	0	0	0	0.48	0.437	0	0	0	0.55	0.578	0.578	0.606	0	0	0	0.613	0.57	0	0	0	0.133	0.161	0.161	0.19	0	0	0	0.196	0.153	0	0	0	0.092	0.12	0.12	0.148	0	0	0	0.155	0.112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.138	0.138	0.166	0	0	0	0.173	0.13	0	0
CPI-SS02EBC1BB0	TNF_NOTCH1	simple:P01375	simple:P46531	TNF	NOTCH1	True	False	True	I2D	False	0.24	0.393	0.296	0.268	0.267	0.237	0.522	0	0.373	0.262	1.099	0	0.777	0.93	0.833	0.805	0.803	0.774	1.059	0	0.91	0.799	1.636	0	0.744	0.897	0.8	0.772	0.77	0.741	1.025	0	0.876	0.766	1.603	0	0.208	0.361	0.264	0.235	0.234	0.205	0.489	0	0.34	0.23	1.067	0	0.227	0.38	0.283	0.255	0.253	0.224	0.508	0	0.359	0.249	1.086	0	0.189	0.342	0.245	0.217	0.216	0.186	0.471	0	0.322	0.211	1.048	0	0.123	0.276	0.179	0.15	0.149	0.12	0.404	0	0.255	0.145	0.982	0	0	0	0	0	0	0	0	0	0	0	0	0	0.241	0.394	0.297	0.269	0.267	0.238	0.522	0	0.373	0.263	1.1	0	0.089	0.242	0.145	0.116	0.115	0.086	0.37	0	0.221	0.111	0.948	0	0	0	0	0	0	0	0	0	0	0	0	0	0.104	0.258	0.161	0.132	0.131	0.101	0.386	0	0.237	0.126	0.963	0
CPI-SS04A5D6B6F	DLL1_NOTCH1	simple:O00548	simple:P46531	DLL1	NOTCH1	False	False	True	curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0.037	0.19	0.093	0.065	0.063	0.034	0.319	0	0.17	0.059	0.896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0.207	0.11	0.081	0.08	0.051	0.335	0	0.186	0.076	0.913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0B81F1BF5	TNF_SEMA4C	simple:P01375	simple:Q9C0C4	TNF	SEMA4C	True	False	True	InnateDB-All	False	0.262	0.267	0	0.245	0.256	0.269	0.288	0	0.266	0.284	0	0	0.799	0.804	0	0.782	0.792	0.806	0.825	0	0.803	0.82	0	0	0.766	0.771	0	0.749	0.759	0.772	0.792	0	0.769	0.787	0	0	0.23	0.234	0	0.213	0.223	0.236	0.255	0	0.233	0.251	0	0	0.249	0.254	0	0.232	0.242	0.255	0.275	0	0.253	0.27	0	0	0.211	0.216	0	0.194	0.205	0.218	0.237	0	0.215	0.233	0	0	0.145	0.149	0	0.128	0.138	0.151	0.17	0	0.148	0.166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.263	0.268	0	0.246	0.256	0.269	0.289	0	0.267	0.284	0	0	0.111	0.115	0	0.094	0.104	0.117	0.136	0	0.114	0.132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.127	0.131	0	0.11	0.12	0.133	0.152	0	0.13	0.148	0	0
CPI-SS0AB21032D	PLXNB2_SEMA4C	simple:O15031	simple:Q9C0C4	PLXNB2	SEMA4C	False	True	True	curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0.169	0.174	0	0.152	0.163	0.176	0.195	0	0.173	0.191	0	0	0.056	0.061	0	0.039	0.05	0.063	0.082	0	0.06	0.078	0	0	0.288	0.293	0	0.271	0.281	0.295	0.314	0	0.292	0.31	0	0	0.187	0.191	0	0.17	0.18	0.193	0.212	0	0.19	0.208	0	0	0.097	0.101	0	0.08	0.09	0.103	0.122	0	0.1	0.118	0	0	0.198	0.203	0	0.181	0.191	0.205	0.224	0	0.202	0.219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.055	0.06	0	0.038	0.048	0.061	0.081	0	0.059	0.076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.112	0.116	0	0.095	0.105	0.118	0.137	0	0.115	0.133	0	0
CPI-SS09C917D22	TNF_FLT4	simple:P01375	simple:P35916	TNF	FLT4	True	False	True	InnateDB-All	False	0	0	0	0.232	0	0	0	0	0	0.269	0	0	0	0	0	0.769	0	0	0	0	0	0.806	0	0	0	0	0	0.736	0	0	0	0	0	0.773	0	0	0	0	0	0.2	0	0	0	0	0	0.236	0	0	0	0	0	0.219	0	0	0	0	0	0.256	0	0	0	0	0	0.181	0	0	0	0	0	0.218	0	0	0	0	0	0.115	0	0	0	0	0	0.151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.233	0	0	0	0	0	0.27	0	0	0	0	0	0.081	0	0	0	0	0	0.117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.096	0	0	0	0	0	0.133	0	0
CPI-SS03B8E2D7A	TNF_ICOS	simple:P01375	simple:Q9Y6W8	TNF	ICOS	True	False	True	InnateDB-All	False	0	0.517	0.587	0	0	0.271	0	0	0.288	0.292	0.493	0.271	0	1.054	1.124	0	0	0.808	0	0	0.825	0.829	1.03	0.808	0	1.021	1.091	0	0	0.775	0	0	0.792	0.796	0.996	0.774	0	0.484	0.554	0	0	0.238	0	0	0.256	0.26	0.46	0.238	0	0.504	0.574	0	0	0.258	0	0	0.275	0.279	0.479	0.258	0	0.466	0.536	0	0	0.22	0	0	0.237	0.242	0.442	0.22	0	0.399	0.469	0	0	0.153	0	0	0.171	0.175	0.375	0.153	0	0	0	0	0	0	0	0	0	0	0	0	0	0.518	0.588	0	0	0.272	0	0	0.289	0.293	0.493	0.272	0	0.365	0.435	0	0	0.119	0	0	0.137	0.141	0.341	0.119	0	0	0	0	0	0	0	0	0	0	0	0	0	0.381	0.451	0	0	0.135	0	0	0.152	0.157	0.357	0.135
CPI-SS0E4B1484B	ICOSLG_ICOS	simple:O75144	simple:Q9Y6W8	ICOSLG	ICOS	True	False	True	curated	False	0	0.379	0.448	0	0	0.133	0	0	0.15	0.154	0.354	0.132	0	0.291	0.361	0	0	0.045	0	0	0.062	0.067	0.267	0.045	0	0.317	0.387	0	0	0.071	0	0	0.088	0.092	0.293	0.071	0	0.322	0.392	0	0	0.076	0	0	0.093	0.097	0.297	0.076	0	0.389	0.459	0	0	0.143	0	0	0.16	0.164	0.365	0.143	0	0.362	0.432	0	0	0.116	0	0	0.133	0.137	0.337	0.116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.294	0.364	0	0	0.048	0	0	0.065	0.07	0.27	0.048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.427	0.497	0	0	0.181	0	0	0.198	0.202	0.403	0.181
